Reader   1 Treatment   1
,FPF,TPF,OBS,THEOR
,1.0000,,1.0000
,0.2500,,1.0000
,1.0000,,,1.0000
,0.2500,,,1.0000
,0.0000,1.0000
,0.0000,1.0000
,0.0000,1.0000
,0.0000,1.0000
,0.0000,1.0000
,0.0000,1.0000
,0.0000,1.0000
,0.0000,1.0000
,0.0000,1.0000
,0.0000,1.0000
,0.0000,1.0000
,0.0000,1.0000
,0.0000,1.0000
,0.0000,1.0000
,0.0000,1.0000
,0.0000,1.0000
,0.0000,1.0000
,0.0000,1.0000
,0.0000,1.0000
,0.0000,1.0000
,0.0000,1.0000
,0.0000,1.0000
,0.0001,1.0000
,0.0001,1.0000
,0.0001,1.0000
,0.0001,1.0000
,0.0001,1.0000
,0.0002,1.0000
,0.0002,1.0000
,0.0002,1.0000
,0.0003,1.0000
,0.0003,1.0000
,0.0004,1.0000
,0.0005,1.0000
,0.0006,1.0000
,0.0007,1.0000
,0.0008,1.0000
,0.0010,1.0000
,0.0011,1.0000
,0.0013,1.0000
,0.0016,1.0000
,0.0019,1.0000
,0.0022,1.0000
,0.0026,1.0000
,0.0030,1.0000
,0.0035,1.0000
,0.0040,1.0000
,0.0047,1.0000
,0.0054,1.0000
,0.0062,1.0000
,0.0071,1.0000
,0.0082,1.0000
,0.0094,1.0000
,0.0107,1.0000
,0.0122,1.0000
,0.0139,1.0000
,0.0158,1.0000
,0.0179,1.0000
,0.0202,1.0000
,0.0228,1.0000
,0.0256,1.0000
,0.0287,1.0000
,0.0322,1.0000
,0.0359,1.0000
,0.0401,1.0000
,0.0446,1.0000
,0.0495,1.0000
,0.0548,1.0000
,0.0606,1.0000
,0.0668,1.0000
,0.0735,1.0000
,0.0808,1.0000
,0.0885,1.0000
,0.0968,1.0000
,0.1056,1.0000
,0.1151,1.0000
,0.1251,1.0000
,0.1357,1.0000
,0.1469,1.0000
,0.1587,1.0000
,0.1711,1.0000
,0.1841,1.0000
,0.1977,1.0000
,0.2119,1.0000
,0.2266,1.0000
,0.2420,1.0000
,0.2578,1.0000
,0.2743,1.0000
,0.2912,1.0000
,0.3085,1.0000
,0.3264,1.0000
,0.3446,1.0000
,0.3632,1.0000
,0.3821,1.0000
,0.4013,1.0000
,0.4207,1.0000
,0.4404,1.0000
,0.4602,1.0000
,0.4801,1.0000
,0.5000,1.0000
,0.5199,1.0000
,0.5398,1.0000
,0.5596,1.0000
,0.5793,1.0000
,0.5987,1.0000
,0.6179,1.0000
,0.6368,1.0000
,0.6554,1.0000
,0.6736,1.0000
,0.6915,1.0000
,0.7088,1.0000
,0.7257,1.0000
,0.7422,1.0000
,0.7580,1.0000
,0.7734,1.0000
,0.7881,1.0000
,0.8023,1.0000
,0.8159,1.0000
,0.8289,1.0000
,0.8413,1.0000
,0.8531,1.0000
,0.8643,1.0000
,0.8749,1.0000
,0.8849,1.0000
,0.8944,1.0000
,0.9032,1.0000
,0.9115,1.0000
,0.9192,1.0000
,0.9265,1.0000
,0.9332,1.0000
,0.9394,1.0000
,0.9452,1.0000
,0.9505,1.0000
,0.9554,1.0000
,0.9599,1.0000
,0.9641,1.0000
,0.9678,1.0000
,0.9713,1.0000
,0.9744,1.0000
,0.9772,1.0000
,0.9798,1.0000
,0.9821,1.0000
,0.9842,1.0000
,0.9861,1.0000
,0.9878,1.0000
,0.9893,1.0000
,0.9906,1.0000
,0.9918,1.0000
,0.9929,1.0000
,0.9938,1.0000
,0.9946,1.0000
,0.9953,1.0000
,0.9960,1.0000
,0.9965,1.0000
,0.9970,1.0000
,0.9974,1.0000
,0.9978,1.0000
,0.9981,1.0000
,0.9984,1.0000
,0.9987,1.0000
,0.9989,1.0000
,0.9990,1.0000
,0.9992,1.0000
,0.9993,1.0000
,0.9994,1.0000
,0.9995,1.0000
,0.9996,1.0000
,0.9997,1.0000
,0.9997,1.0000
,0.9998,1.0000
,0.9998,1.0000
,0.9998,1.0000
,0.9999,1.0000
,0.9999,1.0000
,0.9999,1.0000
,0.9999,1.0000
,0.9999,1.0000
,1.0000,1.0000
,1.0000,1.0000
,1.0000,1.0000
,1.0000,1.0000
,1.0000,1.0000
,1.0000,1.0000
,1.0000,1.0000
,1.0000,1.0000
,1.0000,1.0000
,1.0000,1.0000
,1.0000,1.0000
,1.0000,1.0000
,1.0000,1.0000
,1.0000,1.0000
,1.0000,1.0000
,1.0000,1.0000
,1.0000,1.0000
,1.0000,1.0000
,1.0000,1.0000
,1.0000,1.0000
,1.0000,1.0000
,1.0000,1.0000
,1.0000,1.0000
