"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150"
"empPrCORCBM",0.27536231884058,0.260869565217391,0.101449275362319,0.0434782608695652,0,0.0144927536231884,0.0579710144927536,0.0434782608695652,0.0144927536231884,0,0.0289855072463768,0,0.072463768115942,0.0434782608695652,0,0.0144927536231884,0.0144927536231884,0,0,0,0,0.0144927536231884,0,0,0,0.0222222222222222,0,0.0444444444444444,0,0.0222222222222222,0,0,0.0222222222222222,0,0,0,0,0,0.0444444444444444,0,0,0,0.0444444444444444,0.0444444444444444,0.133333333333333,0,0,0.0222222222222222,0.0222222222222222,0.577777777777778,0.130434782608696,0.115942028985507,0.0579710144927536,0,0,0.202898550724638,0.231884057971014,0.0434782608695652,0.0289855072463768,0,0,0.0434782608695652,0.0144927536231884,0,0.0144927536231884,0.0289855072463768,0.0434782608695652,0,0.0144927536231884,0,0,0.0144927536231884,0,0.0144927536231884,0,0,0,0,0,0,0.0222222222222222,0.0222222222222222,0.0888888888888889,0.0222222222222222,0.0222222222222222,0.0222222222222222,0,0,0,0,0,0.0222222222222222,0,0,0.0222222222222222,0,0,0.0222222222222222,0.0666666666666667,0.666666666666667,0.173913043478261,0.333333333333333,0.0579710144927536,0,0,0.0869565217391304,0.144927536231884,0.0434782608695652,0,0,0.0434782608695652,0.0579710144927536,0.0289855072463768,0,0,0,0.0144927536231884,0,0,0,0,0.0144927536231884,0,0,0,0,0.0444444444444444,0.0222222222222222,0.0222222222222222,0.0666666666666667,0,0.0444444444444444,0.0888888888888889,0.0222222222222222,0,0,0,0.0444444444444444,0,0.0222222222222222,0.0222222222222222,0,0.0222222222222222,0,0.0666666666666667,0,0,0.0444444444444444,0.0444444444444444,0.422222222222222
"estPrCORCBM",0.283574768883086,0.234686101841404,0.143088335349695,0.0316809146513888,0.00682846139055767,0.0268962313340879,0.0394207515319667,0.0351230888052745,0.0108102891435396,0.00308512185901013,0.0208990968294245,0.0369508339655265,0.0386337721713483,0.0139007968304081,0.00463816805051522,0.00687485540906152,0.0154960901379082,0.0200232903242398,0.0088288017860361,0.00362840546138925,0.00109572527350942,0.00330608704199996,0.00558625497464065,0.00319316222582304,0.00175059472815972,0.00207441473265263,0.00770631853602877,0.0149942146705759,0.0085024092981276,0.0174365205394274,0.000902279106999417,0.00262188451293748,0.0159656036334103,0.00875934051398543,0.00511372920176496,0.0023232552454861,0.00241195806376733,0.0298638618135572,0.0436019628177962,0.0201372753429425,0.00369125548416139,0.00288345747699425,0.0170419464753418,0.0770746133975328,0.109707278524831,0.00410326993004655,0.00753239371536644,0.00882736692097352,0.0341458446771788,0.552577545368114,0.149402019898999,0.120526014689441,0.0257301784018442,0.00701829266028442,0.00249789131537823,0.181401162935863,0.238533005748401,0.072263964947081,0.0246184524349325,0.0111789981745135,0.0124570656054416,0.0225259096804995,0.00853795560343197,0.00334591836088182,0.00177239468753868,0.0133534236505774,0.0265985822805271,0.0108442391012328,0.00446092565129994,0.00250250008758225,0.0109844461703635,0.0268294755013666,0.0128571012122064,0.00592311681661255,0.00383696438370111,0.00086463327143622,0.00231023981749991,0.000530788777182447,8.48725129091017e-05,3.3073633117373e-05,0.00626058692828888,0.025750969118139,0.0383064080105532,0.0266713524266321,0.0152442003126062,0.00199315086114726,0.00387597977998663,0.0118548516223859,0.0151040430457418,0.015213075814195,0.00387433938105127,0.00552612751000988,0.0173384345373317,0.0307247345705248,0.0490968870212781,0.0130874875293403,0.0247897594863898,0.0244910394194026,0.0614701743008861,0.605502790311964,0.19297580730736,0.326636345922615,0.0616873349973157,0.00259020412061572,0.00253036431081848,0.0809262108732452,0.154727484114988,0.0326308949299333,0.001473952355967,0.00149441163006453,0.0250939419762156,0.0512927567539124,0.0115046249161549,0.0005416389019429,0.000561203863594457,0.00749520326644104,0.0159957334572423,0.00373328424622399,0.00018052833595573,0.000189721879542918,0.00666975635600459,0.0150067474767619,0.00368063043778162,0.00018412289642709,0.000197094672875947,0.00219019241423773,0.0243868566780887,0.0402616310603547,0.0100636723611574,0.0432747010725277,0.00235476165806663,0.0238599084410971,0.0708192116426596,0.00907334458352769,0.0344736706452498,0.00213382429439673,0.00792129499954846,0.0780913878511477,0.0197363254137244,0.0374571999542174,0.00132465866845619,0.00293124316434961,0.0391102801771949,0.0183245848595732,0.0465395325446755,0.00332886605405058,0.0106091678700604,0.0396175399518014,0.0337851450295988,0.398330998610238
